
Predictions were generated on 26-Mar-2019 at 06:11:00 using FAST (v8.16.00a-bjj, 27-Jul-2016), compiled as a 64-bit application using double precision
 linked with  NWTC Subroutine Library (v2.09.00, 23-Jul-2016); ElastoDyn (v1.04.00a-bjj, 26-Jul-2016); OpenFOAM Integration (v1.00.00a-bjj, 11-Aug-2015); AeroDyn (v15.03.00, 27-Jul-2016); HydroDyn (v2.05.01, 27-Jul-2016)

Description from the FAST input file: FAST Certification Test #01: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	OoPDefl1  	IPDefl1   	TwstDefl1 	BldPitch1 	Azimuth   	RotSpeed  	RotTorq   	GenSpeed  	TTDspFA   	TTDspSS   	TTDspTwst 	Spn2MLxb1 	Spn2MLyb1 	RootFxb1  	RootFyb1  	RootFzb1  	RootMxb1  	RootMyb1  	RootMzb1  	LSSGagMya 	LSSGagMza 	YawBrFxp  	YawBrFyp  	YawBrFzp  	YawBrMxp  	YawBrMyp  	YawBrMzp  	TwrBsFxt  	TwrBsFyt  	TwrBsFzt  	TwrBsMxt  	TwrBsMyt  	TwrBsMzt  	Wave1Elev 	HydroFxi  	HydroFyi  	HydroFzi  	HydroMxi  	HydroMyi  	HydroMzi  
(s)       	(m/s)     	(m/s)     	(m/s)     	(m)       	(m)       	(deg)     	(deg)     	(deg)     	(rpm)     	(kN·m)    	(rpm)     	(m)       	(m)       	(deg)     	(kN·m)    	(kN·m)    	(kN)      	(kN)      	(kN)      	(kN·m)    	(kN·m)    	(kN·m)    	(kN·m)    	(kN·m)    	(kN)      	(kN)      	(kN)      	(kN·m)    	(kN·m)    	(kN·m)    	(kN)      	(kN)      	(kN)      	(kN·m)    	(kN·m)    	(kN·m)    	(m)       	(N)       	(N)       	(N)       	(N·m)     	(N·m)     	(N·m)     
    3.8200	 8.355E+00	 1.653E-02	 7.978E-02	 3.459E+00	-2.142E-01	 0.000E+00	 0.000E+00	 2.098E+02	 9.155E+00	 3.617E+03	 8.881E+02	 1.752E-01	-2.190E-02	 0.000E+00	-1.461E+02	 1.681E+03	 1.731E+02	 5.039E+01	 4.915E+02	-5.290E+02	 6.231E+03	 7.420E+00	 2.101E+03	-1.796E+03	 3.637E+02	 3.272E+01	-3.474E+03	 3.554E+03	-9.213E+02	-2.484E-13	 3.394E+02	 3.274E+01	-6.882E+03	 6.692E+02	 2.969E+04	 1.624E+00	-8.214E-01	 5.753E+06	-8.674E-13	 4.624E+07	-4.443E-11	-1.208E+08	 3.552E-10
    3.8300	 8.355E+00	 1.653E-02	 7.978E-02	 3.462E+00	-2.084E-01	 0.000E+00	 0.000E+00	 2.104E+02	 9.155E+00	 3.649E+03	 8.881E+02	 1.787E-01	-2.189E-02	 0.000E+00	-1.542E+02	 1.683E+03	 1.750E+02	 5.184E+01	 4.904E+02	-5.681E+02	 6.256E+03	 2.697E+01	 2.108E+03	-1.817E+03	 3.694E+02	 3.266E+01	-3.470E+03	 3.585E+03	-9.215E+02	-1.473E-13	 3.468E+02	 3.433E+01	-6.879E+03	 6.168E+02	 3.030E+04	 1.668E+00	-8.145E-01	 5.707E+06	 1.735E-13	 4.624E+07	 3.047E-11	-1.207E+08	 3.552E-10
    3.8400	 8.355E+00	 1.653E-02	 7.978E-02	 3.466E+00	-2.024E-01	 0.000E+00	 0.000E+00	 2.109E+02	 9.155E+00	 3.680E+03	 8.881E+02	 1.822E-01	-2.189E-02	 0.000E+00	-1.629E+02	 1.684E+03	 1.759E+02	 5.334E+01	 4.895E+02	-6.083E+02	 6.274E+03	 1.688E+01	 2.106E+03	-1.848E+03	 3.749E+02	 3.251E+01	-3.466E+03	 3.616E+03	-9.185E+02	-5.584E-14	 3.546E+02	 3.598E+01	-6.875E+03	 5.633E+02	 3.092E+04	 1.712E+00	-8.076E-01	 5.662E+06	-3.469E-13	 4.625E+07	 4.337E-14	-1.205E+08	 1.776E-10
    3.8500	 8.350E+00	 1.872E-02	 8.093E-02	 3.470E+00	-1.961E-01	 0.000E+00	 0.000E+00	 2.115E+02	 9.155E+00	 3.705E+03	 8.881E+02	 1.857E-01	-2.189E-02	 0.000E+00	-1.717E+02	 1.685E+03	 1.758E+02	 5.530E+01	 4.886E+02	-6.541E+02	 6.284E+03	 2.135E+01	 2.077E+03	-1.844E+03	 3.788E+02	 3.206E+01	-3.463E+03	 3.643E+03	-8.802E+02	 1.830E-13	 3.635E+02	 3.775E+01	-6.871E+03	 5.077E+02	 3.157E+04	 1.756E+00	-8.007E-01	 5.616E+06	-8.674E-13	 4.625E+07	-2.210E-11	-1.204E+08	 4.337E-14
    3.8600	 8.350E+00	 1.872E-02	 8.093E-02	 3.474E+00	-1.896E-01	 0.000E+00	 0.000E+00	 2.120E+02	 9.155E+00	 3.746E+03	 8.881E+02	 1.893E-01	-2.189E-02	 0.000E+00	-1.812E+02	 1.686E+03	 1.770E+02	 5.673E+01	 4.881E+02	-6.955E+02	 6.306E+03	 2.256E+01	 2.042E+03	-1.868E+03	 3.837E+02	 3.237E+01	-3.460E+03	 3.685E+03	-8.521E+02	-2.575E-13	 3.725E+02	 3.902E+01	-6.868E+03	 4.618E+02	 3.222E+04	 1.808E+00	-7.938E-01	 5.571E+06	-1.735E-13	 4.625E+07	 2.496E-11	-1.202E+08	-6.505E-14
    3.8700	 8.350E+00	 1.872E-02	 8.093E-02	 3.478E+00	-1.830E-01	 0.000E+00	 0.000E+00	 2.126E+02	 9.155E+00	 3.734E+03	 8.881E+02	 1.928E-01	-2.190E-02	 0.000E+00	-1.905E+02	 1.689E+03	 1.763E+02	 5.896E+01	 4.866E+02	-7.463E+02	 6.304E+03	 1.664E+01	 2.074E+03	-1.877E+03	 3.892E+02	 3.027E+01	-3.455E+03	 3.675E+03	-8.637E+02	 3.253E-14	 3.795E+02	 4.189E+01	-6.864E+03	 3.875E+02	 3.284E+04	 1.833E+00	-7.869E-01	 5.525E+06	-3.469E-13	 4.626E+07	-2.212E-11	-1.201E+08	 2.168E-14
    3.8800	 8.350E+00	 1.872E-02	 8.093E-02	 3.482E+00	-1.762E-01	 0.000E+00	 0.000E+00	 2.131E+02	 9.155E+00	 3.745E+03	 8.881E+02	 1.964E-01	-2.191E-02	 0.000E+00	-2.009E+02	 1.690E+03	 1.769E+02	 6.047E+01	 4.858E+02	-7.902E+02	 6.318E+03	 2.142E+01	 2.068E+03	-1.917E+03	 3.949E+02	 2.927E+01	-3.452E+03	 3.689E+03	-8.637E+02	-4.088E-13	 3.872E+02	 4.393E+01	-6.861E+03	 3.299E+02	 3.346E+04	 1.870E+00	-7.800E-01	 5.480E+06	 1.908E-12	 4.626E+07	 1.398E-11	-1.199E+08	 1.777E-10
    3.8900	 8.343E+00	 2.098E-02	 8.253E-02	 3.486E+00	-1.692E-01	 0.000E+00	 0.000E+00	 2.137E+02	 9.155E+00	 3.768E+03	 8.881E+02	 2.000E-01	-2.193E-02	 0.000E+00	-2.109E+02	 1.691E+03	 1.780E+02	 6.220E+01	 4.850E+02	-8.366E+02	 6.340E+03	 2.402E+01	 2.031E+03	-1.910E+03	 3.990E+02	 2.885E+01	-3.449E+03	 3.713E+03	-8.194E+02	 3.821E-13	 3.966E+02	 4.539E+01	-6.858E+03	 2.852E+02	 3.413E+04	 1.916E+00	-7.731E-01	 5.434E+06	 5.204E-13	 4.626E+07	-4.168E-11	-1.197E+08	-1.776E-10
    3.9000	 8.343E+00	 2.098E-02	 8.253E-02	 3.491E+00	-1.622E-01	 0.000E+00	 0.000E+00	 2.142E+02	 9.155E+00	 3.768E+03	 8.881E+02	 2.036E-01	-2.195E-02	 0.000E+00	-2.217E+02	 1.693E+03	 1.776E+02	 6.395E+01	 4.842E+02	-8.843E+02	 6.343E+03	 1.762E+01	 2.043E+03	-1.961E+03	 4.056E+02	 2.755E+01	-3.446E+03	 3.716E+03	-8.399E+02	 1.155E-14	 4.034E+02	 4.736E+01	-6.855E+03	 2.337E+02	 3.474E+04	 1.947E+00	-7.662E-01	 5.389E+06	-1.735E-13	 4.627E+07	 5.486E-12	-1.196E+08	 3.553E-10
    3.9100	 8.343E+00	 2.098E-02	 8.253E-02	 3.496E+00	-1.550E-01	 0.000E+00	 0.000E+00	 2.148E+02	 9.155E+00	 3.779E+03	 8.881E+02	 2.072E-01	-2.198E-02	 0.000E+00	-2.318E+02	 1.695E+03	 1.795E+02	 6.565E+01	 4.833E+02	-9.314E+02	 6.373E+03	 3.047E+01	 1.981E+03	-1.923E+03	 4.084E+02	 2.678E+01	-3.443E+03	 3.729E+03	-7.610E+02	 1.584E-13	 4.136E+02	 4.871E+01	-6.852E+03	 1.963E+02	 3.542E+04	 1.991E+00	-7.593E-01	 5.343E+06	 1.735E-12	 4.627E+07	-4.161E-11	-1.194E+08	 5.329E-10
    3.9200	 8.343E+00	 2.098E-02	 8.253E-02	 3.500E+00	-1.478E-01	 0.000E+00	 0.000E+00	 2.153E+02	 9.155E+00	 3.774E+03	 8.881E+02	 2.108E-01	-2.202E-02	 0.000E+00	-2.423E+02	 1.697E+03	 1.800E+02	 6.755E+01	 4.822E+02	-9.809E+02	 6.386E+03	 2.317E+01	 1.996E+03	-1.940E+03	 4.147E+02	 2.543E+01	-3.440E+03	 3.727E+03	-7.651E+02	-1.967E-13	 4.206E+02	 5.028E+01	-6.849E+03	 1.585E+02	 3.604E+04	 2.021E+00	-7.524E-01	 5.298E+06	 1.735E-13	 4.628E+07	 1.389E-11	-1.192E+08	-7.104E-10
    3.9300	 8.339E+00	 2.276E-02	 8.384E-02	 3.505E+00	-1.405E-01	 0.000E+00	 0.000E+00	 2.159E+02	 9.155E+00	 3.762E+03	 8.881E+02	 2.144E-01	-2.207E-02	 0.000E+00	-2.533E+02	 1.699E+03	 1.800E+02	 6.933E+01	 4.813E+02	-1.030E+03	 6.396E+03	 2.579E+01	 1.979E+03	-1.958E+03	 4.202E+02	 2.397E+01	-3.438E+03	 3.718E+03	-7.478E+02	 1.416E-13	 4.280E+02	 5.172E+01	-6.847E+03	 1.271E+02	 3.666E+04	 2.050E+00	-7.455E-01	 5.253E+06	-6.939E-13	 4.628E+07	-5.562E-12	-1.191E+08	-1.776E-10
    3.9400	 8.339E+00	 2.276E-02	 8.384E-02	 3.510E+00	-1.331E-01	 0.000E+00	 0.000E+00	 2.164E+02	 9.155E+00	 3.756E+03	 8.881E+02	 2.180E-01	-2.213E-02	 0.000E+00	-2.643E+02	 1.699E+03	 1.811E+02	 7.098E+01	 4.804E+02	-1.077E+03	 6.418E+03	 3.069E+01	 1.973E+03	-1.979E+03	 4.265E+02	 2.292E+01	-3.436E+03	 3.714E+03	-7.402E+02	-6.695E-14	 4.349E+02	 5.261E+01	-6.845E+03	 1.101E+02	 3.726E+04	 2.082E+00	-7.386E-01	 5.207E+06	 0.000E+00	 4.629E+07	 3.884E-11	-1.189E+08	-1.777E-10
    3.9500	 8.339E+00	 2.276E-02	 8.384E-02	 3.515E+00	-1.258E-01	 0.000E+00	 0.000E+00	 2.170E+02	 9.155E+00	 3.729E+03	 8.881E+02	 2.216E-01	-2.220E-02	 0.000E+00	-2.749E+02	 1.703E+03	 1.807E+02	 7.304E+01	 4.793E+02	-1.130E+03	 6.419E+03	 2.140E+01	 1.950E+03	-1.970E+03	 4.313E+02	 2.114E+01	-3.433E+03	 3.691E+03	-7.033E+02	 8.060E-14	 4.423E+02	 5.367E+01	-6.842E+03	 9.463E+01	 3.788E+04	 2.104E+00	-7.317E-01	 5.162E+06	-3.469E-13	 4.629E+07	 1.382E-11	-1.188E+08	 5.329E-10
    3.9600	 8.339E+00	 2.276E-02	 8.384E-02	 3.520E+00	-1.185E-01	 0.000E+00	 0.000E+00	 2.175E+02	 9.155E+00	 3.706E+03	 8.881E+02	 2.252E-01	-2.228E-02	 0.000E+00	-2.857E+02	 1.705E+03	 1.812E+02	 7.486E+01	 4.783E+02	-1.179E+03	 6.434E+03	 2.993E+01	 1.947E+03	-1.981E+03	 4.376E+02	 1.973E+01	-3.431E+03	 3.670E+03	-6.912E+02	 7.017E-14	 4.487E+02	 5.419E+01	-6.840E+03	 9.444E+01	 3.848E+04	 2.128E+00	-7.248E-01	 5.116E+06	-1.735E-13	 4.630E+07	-8.305E-12	-1.186E+08	 1.777E-10
    3.9700	 8.334E+00	 2.463E-02	 8.512E-02	 3.526E+00	-1.113E-01	 0.000E+00	 0.000E+00	 2.181E+02	 9.155E+00	 3.685E+03	 8.881E+02	 2.289E-01	-2.237E-02	 0.000E+00	-2.962E+02	 1.706E+03	 1.820E+02	 7.664E+01	 4.773E+02	-1.227E+03	 6.453E+03	 2.794E+01	 1.928E+03	-1.982E+03	 4.434E+02	 1.867E+01	-3.430E+03	 3.652E+03	-6.630E+02	-9.559E-14	 4.553E+02	 5.415E+01	-6.839E+03	 1.101E+02	 3.908E+04	 2.154E+00	-7.178E-01	 5.071E+06	 1.735E-13	 4.630E+07	-5.269E-11	-1.184E+08	 2.168E-14
    3.9800	 8.334E+00	 2.463E-02	 8.512E-02	 3.531E+00	-1.041E-01	 0.000E+00	 0.000E+00	 2.186E+02	 9.155E+00	 3.677E+03	 8.881E+02	 2.325E-01	-2.248E-02	 0.000E+00	-3.070E+02	 1.708E+03	 1.830E+02	 7.821E+01	 4.767E+02	-1.274E+03	 6.471E+03	 3.431E+01	 1.873E+03	-1.981E+03	 4.488E+02	 1.838E+01	-3.429E+03	 3.645E+03	-6.108E+02	-9.909E-14	 4.627E+02	 5.322E+01	-6.838E+03	 1.476E+02	 3.969E+04	 2.189E+00	-7.109E-01	 5.025E+06	-1.041E-12	 4.631E+07	-3.253E-14	-1.183E+08	 1.777E-10
    3.9900	 8.334E+00	 2.463E-02	 8.512E-02	 3.536E+00	-9.695E-02	 0.000E+00	 0.000E+00	 2.192E+02	 9.155E+00	 3.612E+03	 8.881E+02	 2.361E-01	-2.260E-02	 0.000E+00	-3.168E+02	 1.710E+03	 1.828E+02	 8.052E+01	 4.747E+02	-1.327E+03	 6.481E+03	 2.597E+01	 1.932E+03	-1.987E+03	 4.564E+02	 1.577E+01	-3.426E+03	 3.583E+03	-6.361E+02	-7.438E-14	 4.665E+02	 5.360E+01	-6.836E+03	 1.669E+02	 4.023E+04	 2.187E+00	-7.040E-01	 4.980E+06	-6.939E-13	 4.631E+07	 1.387E-11	-1.181E+08	 1.776E-10
    4.0000	 8.334E+00	 2.463E-02	 8.512E-02	 3.541E+00	-8.994E-02	 0.000E+00	 0.000E+00	 2.197E+02	 9.155E+00	 3.569E+03	 8.881E+02	 2.397E-01	-2.273E-02	 0.000E+00	-3.276E+02	 1.713E+03	 1.832E+02	 8.209E+01	 4.738E+02	-1.373E+03	 6.493E+03	 3.235E+01	 1.920E+03	-2.019E+03	 4.634E+02	 1.448E+01	-3.425E+03	 3.544E+03	-6.292E+02	-2.730E-13	 4.716E+02	 5.274E+01	-6.834E+03	 2.149E+02	 4.079E+04	 2.200E+00	-6.971E-01	 4.934E+06	-1.041E-12	 4.632E+07	-2.500E-11	-1.179E+08	-3.553E-10
    4.0100	 8.327E+00	 2.700E-02	 8.729E-02	 3.547E+00	-8.305E-02	 0.000E+00	 0.000E+00	 2.203E+02	 9.155E+00	 3.542E+03	 8.881E+02	 2.433E-01	-2.287E-02	 0.000E+00	-3.372E+02	 1.715E+03	 1.839E+02	 8.395E+01	 4.729E+02	-1.421E+03	 6.509E+03	 3.226E+01	 1.876E+03	-1.988E+03	 4.685E+02	 1.405E+01	-3.425E+03	 3.518E+03	-5.671E+02	 2.109E-15	 4.786E+02	 5.087E+01	-6.834E+03	 2.876E+02	 4.139E+04	 2.226E+00	-6.947E-01	 4.883E+06	-6.939E-13	 4.632E+07	-8.305E-12	-1.176E+08	 1.776E-10
    4.0200	 8.327E+00	 2.700E-02	 8.729E-02	 3.552E+00	-7.631E-02	 0.000E+00	 0.000E+00	 2.208E+02	 9.155E+00	 3.494E+03	 8.881E+02	 2.470E-01	-2.303E-02	 0.000E+00	-3.472E+02	 1.716E+03	 1.840E+02	 8.582E+01	 4.717E+02	-1.468E+03	 6.524E+03	 3.769E+01	 1.883E+03	-2.011E+03	 4.760E+02	 1.294E+01	-3.424E+03	 3.472E+03	-5.701E+02	 3.966E-13	 4.831E+02	 4.919E+01	-6.834E+03	 3.625E+02	 4.193E+04	 2.235E+00	-6.923E-01	 4.832E+06	 0.000E+00	 4.633E+07	-2.789E-11	-1.173E+08	 3.553E-10
    4.0300	 8.327E+00	 2.700E-02	 8.729E-02	 3.558E+00	-6.971E-02	 0.000E+00	 0.000E+00	 2.214E+02	 9.155E+00	 3.453E+03	 8.881E+02	 2.505E-01	-2.321E-02	 0.000E+00	-3.562E+02	 1.721E+03	 1.846E+02	 8.749E+01	 4.709E+02	-1.515E+03	 6.531E+03	 2.841E+01	 1.835E+03	-1.989E+03	 4.810E+02	 1.234E+01	-3.424E+03	 3.432E+03	-5.105E+02	 6.495E-14	 4.897E+02	 4.684E+01	-6.833E+03	 4.553E+02	 4.252E+04	 2.253E+00	-6.899E-01	 4.781E+06	-1.041E-12	 4.633E+07	-1.388E-11	-1.170E+08	 1.777E-10
    4.0400	 8.327E+00	 2.700E-02	 8.729E-02	 3.563E+00	-6.328E-02	 0.000E+00	 0.000E+00	 2.219E+02	 9.155E+00	 3.399E+03	 8.881E+02	 2.541E-01	-2.340E-02	 0.000E+00	-3.653E+02	 1.723E+03	 1.850E+02	 8.937E+01	 4.696E+02	-1.562E+03	 6.543E+03	 3.672E+01	 1.834E+03	-1.986E+03	 4.877E+02	 1.135E+01	-3.424E+03	 3.380E+03	-4.927E+02	 4.358E-14	 4.948E+02	 4.448E+01	-6.833E+03	 5.537E+02	 4.308E+04	 2.260E+00	-6.874E-01	 4.730E+06	 0.000E+00	 4.634E+07	 3.613E-11	-1.167E+08	-3.553E-10
    4.0500	 8.322E+00	 2.879E-02	 8.910E-02	 3.569E+00	-5.702E-02	 0.000E+00	 0.000E+00	 2.225E+02	 9.155E+00	 3.343E+03	 8.881E+02	 2.577E-01	-2.361E-02	 0.000E+00	-3.743E+02	 1.725E+03	 1.851E+02	 9.115E+01	 4.685E+02	-1.606E+03	 6.556E+03	 3.150E+01	 1.825E+03	-1.997E+03	 4.945E+02	 1.044E+01	-3.424E+03	 3.326E+03	-4.798E+02	 1.572E-13	 4.997E+02	 4.184E+01	-6.833E+03	 6.623E+02	 4.362E+04	 2.265E+00	-6.850E-01	 4.678E+06	-6.939E-13	 4.634E+07	-4.166E-11	-1.164E+08	 7.106E-10
    4.0600	 8.322E+00	 2.879E-02	 8.910E-02	 3.574E+00	-5.094E-02	 0.000E+00	 0.000E+00	 2.230E+02	 9.155E+00	 3.302E+03	 8.881E+02	 2.613E-01	-2.383E-02	 0.000E+00	-3.831E+02	 1.726E+03	 1.865E+02	 9.260E+01	 4.676E+02	-1.646E+03	 6.579E+03	 4.553E+01	 1.796E+03	-2.003E+03	 5.011E+02	 1.032E+01	-3.425E+03	 3.285E+03	-4.532E+02	 6.789E-14	 5.054E+02	 3.844E+01	-6.835E+03	 7.893E+02	 4.419E+04	 2.281E+00	-6.826E-01	 4.627E+06	 1.735E-13	 4.635E+07	 6.659E-11	-1.161E+08	-3.552E-10
    4.0700	 8.322E+00	 2.879E-02	 8.910E-02	 3.579E+00	-4.505E-02	 0.000E+00	 0.000E+00	 2.236E+02	 9.155E+00	 3.217E+03	 8.881E+02	 2.648E-01	-2.407E-02	 0.000E+00	-3.906E+02	 1.730E+03	 1.854E+02	 9.489E+01	 4.659E+02	-1.695E+03	 6.574E+03	 2.787E+01	 1.807E+03	-1.976E+03	 5.067E+02	 8.345E+00	-3.424E+03	 3.203E+03	-4.278E+02	 8.715E-14	 5.106E+02	 3.608E+01	-6.834E+03	 9.014E+02	 4.474E+04	 2.268E+00	-6.802E-01	 4.576E+06	 6.939E-13	 4.636E+07	-1.948E-11	-1.158E+08	 3.553E-10
    4.0800	 8.322E+00	 2.879E-02	 8.910E-02	 3.585E+00	-3.936E-02	 0.000E+00	 0.000E+00	 2.241E+02	 9.155E+00	 3.152E+03	 8.881E+02	 2.684E-01	-2.433E-02	 0.000E+00	-3.988E+02	 1.732E+03	 1.856E+02	 9.654E+01	 4.647E+02	-1.736E+03	 6.583E+03	 4.010E+01	 1.795E+03	-1.986E+03	 5.132E+02	 7.342E+00	-3.424E+03	 3.139E+03	-4.143E+02	 4.724E-14	 5.159E+02	 3.293E+01	-6.834E+03	 1.032E+03	 4.529E+04	 2.266E+00	-6.777E-01	 4.525E+06	-6.939E-13	 4.636E+07	-5.529E-12	-1.155E+08	-5.421E-15
    4.0900	 8.315E+00	 3.048E-02	 9.124E-02	 3.590E+00	-3.388E-02	 0.000E+00	 0.000E+00	 2.247E+02	 9.155E+00	 3.099E+03	 8.881E+02	 2.719E-01	-2.460E-02	 0.000E+00	-4.062E+02	 1.734E+03	 1.865E+02	 9.810E+01	 4.637E+02	-1.776E+03	 6.600E+03	 3.683E+01	 1.772E+03	-1.982E+03	 5.193E+02	 6.986E+00	-3.426E+03	 3.087E+03	-3.879E+02	 7.311E-14	 5.220E+02	 2.921E+01	-6.836E+03	 1.176E+03	 4.586E+04	 2.273E+00	-6.753E-01	 4.474E+06	-8.674E-13	 4.637E+07	-8.435E-12	-1.152E+08	-1.776E-10
    4.1000	 8.315E+00	 3.048E-02	 9.124E-02	 3.595E+00	-2.860E-02	 0.000E+00	 0.000E+00	 2.252E+02	 9.155E+00	 3.034E+03	 8.881E+02	 2.754E-01	-2.489E-02	 0.000E+00	-4.137E+02	 1.736E+03	 1.855E+02	 9.988E+01	 4.628E+02	-1.817E+03	 6.595E+03	 3.760E+01	 1.728E+03	-1.978E+03	 5.244E+02	 6.111E+00	-3.427E+03	 3.024E+03	-3.490E+02	 8.904E-14	 5.285E+02	 2.575E+01	-6.837E+03	 1.319E+03	 4.644E+04	 2.273E+00	-6.729E-01	 4.423E+06	 1.388E-12	 4.637E+07	 5.529E-12	-1.149E+08	 2.168E-14
    4.1100	 8.315E+00	 3.048E-02	 9.124E-02	 3.600E+00	-2.353E-02	 0.000E+00	 0.000E+00	 2.258E+02	 9.155E+00	 2.967E+03	 8.881E+02	 2.788E-01	-2.519E-02	 0.000E+00	-4.200E+02	 1.739E+03	 1.873E+02	 1.014E+02	 4.612E+02	-1.853E+03	 6.622E+03	 4.105E+01	 1.752E+03	-1.978E+03	 5.313E+02	 5.087E+00	-3.428E+03	 2.957E+03	-3.537E+02	-6.156E-14	 5.339E+02	 2.236E+01	-6.838E+03	 1.462E+03	 4.700E+04	 2.267E+00	-6.705E-01	 4.371E+06	 1.214E-12	 4.638E+07	 8.294E-12	-1.146E+08	-1.777E-10
    4.1200	 8.315E+00	 3.048E-02	 9.124E-02	 3.606E+00	-1.868E-02	 0.000E+00	 0.000E+00	 2.263E+02	 9.155E+00	 2.895E+03	 8.881E+02	 2.823E-01	-2.552E-02	 0.000E+00	-4.269E+02	 1.741E+03	 1.877E+02	 1.029E+02	 4.601E+02	-1.889E+03	 6.631E+03	 4.099E+01	 1.734E+03	-1.987E+03	 5.370E+02	 3.903E+00	-3.430E+03	 2.888E+03	-3.397E+02	 8.049E-15	 5.401E+02	 1.906E+01	-6.840E+03	 1.606E+03	 4.756E+04	 2.259E+00	-6.681E-01	 4.320E+06	-5.204E-13	 4.639E+07	 3.890E-11	-1.143E+08	 1.776E-10
    4.1300	 8.309E+00	 3.198E-02	 9.331E-02	 3.610E+00	-1.404E-02	 0.000E+00	 0.000E+00	 2.269E+02	 9.155E+00	 2.824E+03	 8.881E+02	 2.857E-01	-2.586E-02	 0.000E+00	-4.328E+02	 1.743E+03	 1.870E+02	 1.047E+02	 4.588E+02	-1.928E+03	 6.628E+03	 3.770E+01	 1.709E+03	-1.970E+03	 5.417E+02	 2.688E+00	-3.431E+03	 2.819E+03	-3.068E+02	-3.597E-14	 5.472E+02	 1.576E+01	-6.841E+03	 1.751E+03	 4.815E+04	 2.253E+00	-6.656E-01	 4.269E+06	 5.204E-13	 4.639E+07	 2.227E-11	-1.140E+08	 5.329E-10
    4.1400	 8.309E+00	 3.198E-02	 9.331E-02	 3.615E+00	-9.617E-03	 0.000E+00	 0.000E+00	 2.274E+02	 9.155E+00	 2.773E+03	 8.881E+02	 2.891E-01	-2.621E-02	 0.000E+00	-4.388E+02	 1.744E+03	 1.897E+02	 1.057E+02	 4.577E+02	-1.956E+03	 6.666E+03	 6.278E+01	 1.676E+03	-1.957E+03	 5.468E+02	 2.238E+00	-3.434E+03	 2.768E+03	-2.736E+02	 8.327E-17	 5.549E+02	 1.199E+01	-6.844E+03	 1.906E+03	 4.875E+04	 2.259E+00	-6.632E-01	 4.218E+06	-1.388E-12	 4.640E+07	-3.331E-11	-1.136E+08	-3.552E-10
    4.1500	 8.309E+00	 3.198E-02	 9.331E-02	 3.620E+00	-5.408E-03	 0.000E+00	 0.000E+00	 2.280E+02	 9.155E+00	 2.673E+03	 8.881E+02	 2.925E-01	-2.658E-02	 0.000E+00	-4.440E+02	 1.747E+03	 1.855E+02	 1.080E+02	 4.562E+02	-2.000E+03	 6.619E+03	 1.630E+01	 1.682E+03	-1.968E+03	 5.520E+02	-3.991E-01	-3.435E+03	 2.673E+03	-2.780E+02	 4.738E-14	 5.608E+02	 9.786E+00	-6.845E+03	 2.033E+03	 4.931E+04	 2.227E+00	-6.608E-01	 4.167E+06	-3.469E-13	 4.641E+07	-5.540E-12	-1.133E+08	-1.777E-10
    4.1600	 8.309E+00	 3.198E-02	 9.331E-02	 3.624E+00	-1.419E-03	 0.000E+00	 0.000E+00	 2.285E+02	 9.155E+00	 2.596E+03	 8.881E+02	 2.959E-01	-2.697E-02	 0.000E+00	-4.496E+02	 1.749E+03	 1.856E+02	 1.094E+02	 4.552E+02	-2.030E+03	 6.622E+03	 4.767E+01	 1.646E+03	-1.973E+03	 5.565E+02	-2.098E+00	-3.437E+03	 2.599E+03	-2.560E+02	-4.363E-14	 5.682E+02	 7.034E+00	-6.847E+03	 2.171E+03	 4.990E+04	 2.213E+00	-6.584E-01	 4.116E+06	-1.214E-12	 4.642E+07	 1.668E-11	-1.130E+08	-8.882E-10
    4.1700	 8.302E+00	 3.380E-02	 9.573E-02	 3.629E+00	 2.338E-03	 0.000E+00	 0.000E+00	 2.291E+02	 9.155E+00	 2.538E+03	 8.881E+02	 2.992E-01	-2.737E-02	 0.000E+00	-4.541E+02	 1.752E+03	 1.872E+02	 1.106E+02	 4.538E+02	-2.057E+03	 6.644E+03	 3.954E+01	 1.637E+03	-1.962E+03	 5.615E+02	-3.133E+00	-3.439E+03	 2.542E+03	-2.398E+02	 9.368E-14	 5.759E+02	 3.869E+00	-6.849E+03	 2.317E+03	 5.049E+04	 2.211E+00	-6.559E-01	 4.065E+06	 8.674E-13	 4.642E+07	-5.529E-12	-1.127E+08	-1.776E-10
    4.1800	 8.302E+00	 3.380E-02	 9.573E-02	 3.633E+00	 5.868E-03	 0.000E+00	 0.000E+00	 2.296E+02	 9.155E+00	 2.470E+03	 8.881E+02	 3.025E-01	-2.778E-02	 0.000E+00	-4.590E+02	 1.750E+03	 1.880E+02	 1.118E+02	 4.524E+02	-2.083E+03	 6.661E+03	 5.978E+01	 1.620E+03	-1.969E+03	 5.665E+02	-4.628E+00	-3.442E+03	 2.477E+03	-2.322E+02	-1.937E-14	 5.833E+02	 1.150E+00	-6.852E+03	 2.454E+03	 5.107E+04	 2.200E+00	-6.535E-01	 4.014E+06	 8.674E-13	 4.643E+07	 6.666E-11	-1.124E+08	-1.776E-10
